airline,source_city,destination_city,journey_date,departure_time,arrival_time,total_stops,travel_class,booking_window_days,season,day_of_week,is_holiday,aircraft_type,distance_km,rating,price_inr,duration_minutes,journey_month,journey_day,departure_hour,arrival_hour,route
spicejet,pune,chennai,24-09-2025,11:45,16:51,0,business,65,spring,wednesday,0,ATR72,817,4.6,8280,306,9,24,11,16,pune -> chennai
akasa air,ahmedabad,bengaluru,08-10-2025,23:10,04:28,1,economy,43,spring,wednesday,0,A321,2101,4.5,11024,318,10,8,23,4,ahmedabad -> bengaluru
air india,chennai,hyderabad,04-09-2025,21:10,03:10,0,economy,52,spring,thursday,0,A350,930,4.1,3601,360,9,4,21,3,chennai -> hyderabad
airasia india,chennai,mumbai,25-07-2025,13:20,19:14,1,economy,61,winter,friday,0,ATR72,909,4.5,5247,354,7,25,13,19,chennai -> mumbai
spicejet,chennai,kolkata,30-10-2025,19:20,23:56,1,business,59,spring,thursday,0,A320,2720,4.3,26894,276,10,30,19,23,chennai -> kolkata
vistara,delhi,ahmedabad,05-10-2025,22:10,23:28,0,economy,16,spring,sunday,0,A321,313,4.8,2011,78,10,5,22,23,delhi -> ahmedabad
spicejet,hyderabad,bengaluru,19-02-2025,19:10,23:28,0,economy,71,summer,wednesday,0,B787,1695,3.7,5166,258,2,19,19,23,hyderabad -> bengaluru
akasa air,mumbai,pune,23-02-2025,20:00,22:54,1,economy,17,summer,sunday,0,B737,2387,4.2,29688,174,2,23,20,22,mumbai -> pune
spicejet,bengaluru,chennai,12-08-2025,01:30,03:24,0,business,114,winter,tuesday,0,B787,2179,4.2,16705,114,8,12,1,3,bengaluru -> chennai
indigo,bengaluru,mumbai,02-07-2025,15:20,19:26,0,business,72,winter,wednesday,1,A321,612,3.6,8257,246,7,2,15,19,bengaluru -> mumbai
airasia india,bengaluru,mumbai,03-06-2025,21:45,23:27,2,economy,61,winter,tuesday,0,A320,1001,4,7373,102,6,3,21,23,bengaluru -> mumbai
airasia india,bengaluru,pune,17-03-2025,19:50,22:32,0,economy,95,monsoon,monday,0,A350,2187,3.7,7549,162,3,17,19,22,bengaluru -> pune
indigo,pune,kolkata,21-01-2025,20:50,22:26,0,economy,110,summer,tuesday,0,A320,2184,4.4,6479,96,1,21,20,22,pune -> kolkata
air india,pune,ahmedabad,08-07-2025,10:15,14:21,2,economy,3,winter,tuesday,0,A320,2224,4,15731,246,7,8,10,14,pune -> ahmedabad
akasa air,pune,ahmedabad,26-09-2025,00:00,05:06,0,economy,104,spring,friday,1,ATR72,737,4,5169,306,9,26,0,5,pune -> ahmedabad
air india,hyderabad,delhi,29-01-2025,16:20,19:32,1,business,105,summer,wednesday,0,ATR72,411,4,10046,192,1,29,16,19,hyderabad -> delhi
airasia india,ahmedabad,hyderabad,02-10-2025,11:45,16:27,0,economy,73,spring,thursday,0,B737,387,4.6,2617,282,10,2,11,16,ahmedabad -> hyderabad
akasa air,bengaluru,ahmedabad,22-06-2025,03:30,09:24,0,economy,20,winter,sunday,0,B787,1572,4.7,7205,354,6,22,3,9,bengaluru -> ahmedabad
akasa air,hyderabad,chennai,15-05-2025,02:20,05:02,0,economy,17,monsoon,thursday,0,A350,538,4,6276,162,5,15,2,5,hyderabad -> chennai
akasa air,bengaluru,ahmedabad,28-02-2025,16:15,21:27,0,economy,44,summer,friday,0,ATR72,2141,4.8,8152,312,2,28,16,21,bengaluru -> ahmedabad
indigo,delhi,pune,20-08-2025,20:50,01:38,1,economy,5,winter,wednesday,0,ATR72,2107,3.6,12655,288,8,20,20,1,delhi -> pune
akasa air,mumbai,pune,18-05-2025,12:20,16:50,0,economy,116,monsoon,sunday,0,A320,722,4,3269,270,5,18,12,16,mumbai -> pune
akasa air,mumbai,bengaluru,03-08-2025,15:10,17:10,0,business,109,winter,sunday,0,A320,365,4.8,6211,120,8,3,15,17,mumbai -> bengaluru
air india,kolkata,pune,29-04-2025,02:20,05:38,1,economy,106,monsoon,tuesday,0,A321,1635,4.7,6203,198,4,29,2,5,kolkata -> pune
spicejet,kolkata,bengaluru,05-07-2025,17:30,21:12,1,economy,5,winter,saturday,0,B787,669,4.2,9029,222,7,5,17,21,kolkata -> bengaluru
indigo,delhi,mumbai,08-12-2025,19:50,23:50,2,economy,93,summer,monday,0,A321,2308,4.5,10209,240,12,8,19,23,delhi -> mumbai
indigo,kolkata,pune,12-04-2025,15:30,20:36,0,economy,79,monsoon,saturday,0,A350,320,4.3,3299,306,4,12,15,20,kolkata -> pune
vistara,bengaluru,pune,29-06-2025,23:45,04:15,1,business,84,winter,sunday,1,B787,1179,4.5,18325,270,6,29,23,4,bengaluru -> pune
vistara,kolkata,mumbai,30-03-2025,07:30,10:36,1,economy,33,monsoon,sunday,0,B737,311,3.7,5303,186,3,30,7,10,kolkata -> mumbai
spicejet,pune,bengaluru,10-02-2025,11:10,15:58,1,economy,61,summer,monday,1,B787,535,4.9,5337,288,2,10,11,15,pune -> bengaluru
akasa air,chennai,kolkata,09-11-2025,14:00,16:54,0,business,114,spring,sunday,0,A350,871,3.5,10422,174,11,9,14,16,chennai -> kolkata
airasia india,delhi,ahmedabad,22-03-2025,16:50,20:32,0,economy,102,monsoon,saturday,0,A321,2034,4.3,8653,222,3,22,16,20,delhi -> ahmedabad
akasa air,ahmedabad,chennai,12-01-2025,19:10,20:40,2,economy,15,summer,sunday,0,A321,1316,4,10256,90,1,12,19,20,ahmedabad -> chennai
akasa air,pune,kolkata,09-06-2025,16:45,21:21,1,economy,42,winter,monday,0,B737,1369,4.9,8782,276,6,9,16,21,pune -> kolkata
akasa air,bengaluru,delhi,15-01-2025,13:15,16:45,0,economy,52,summer,wednesday,0,A321,835,4.7,3926,210,1,15,13,16,bengaluru -> delhi
spicejet,kolkata,delhi,29-10-2025,23:45,05:15,0,economy,45,spring,wednesday,0,A320,991,4,4755,330,10,29,23,5,kolkata -> delhi
air india,chennai,kolkata,28-04-2025,09:00,12:00,1,economy,82,monsoon,monday,0,A350,2408,3.6,9719,180,4,28,9,12,chennai -> kolkata
akasa air,bengaluru,delhi,19-03-2025,03:50,06:50,0,economy,113,monsoon,wednesday,0,B737,1006,4.2,5200,180,3,19,3,6,bengaluru -> delhi
airasia india,pune,mumbai,28-11-2025,12:40,15:04,0,economy,108,spring,friday,0,ATR72,1220,4.9,4117,144,11,28,12,15,pune -> mumbai
spicejet,delhi,ahmedabad,19-09-2025,10:10,12:58,0,economy,91,spring,friday,0,B737,865,4.2,1612,168,9,19,10,12,delhi -> ahmedabad
spicejet,chennai,pune,11-03-2025,13:10,17:34,2,economy,102,monsoon,tuesday,0,A350,325,4.2,3528,264,3,11,13,17,chennai -> pune
vistara,delhi,hyderabad,20-03-2025,11:45,13:39,0,economy,60,monsoon,thursday,0,A320,1173,4.9,7236,114,3,20,11,13,delhi -> hyderabad
airasia india,pune,hyderabad,28-03-2025,20:00,23:54,2,economy,41,monsoon,friday,0,A350,1397,4.5,8420,234,3,28,20,23,pune -> hyderabad
vistara,mumbai,kolkata,05-05-2025,11:40,13:16,0,economy,10,monsoon,monday,1,A320,1969,4.8,10792,96,5,5,11,13,mumbai -> kolkata
vistara,pune,chennai,19-03-2025,03:10,06:34,1,economy,79,monsoon,wednesday,0,A350,1453,4.8,6777,204,3,19,3,6,pune -> chennai
airasia india,mumbai,pune,12-10-2025,16:00,19:48,1,economy,99,spring,sunday,0,A321,1268,4.2,8261,228,10,12,16,19,mumbai -> pune
spicejet,pune,mumbai,16-12-2025,01:40,06:46,2,economy,57,summer,tuesday,0,B737,1757,4.1,10916,306,12,16,1,6,pune -> mumbai
vistara,kolkata,hyderabad,12-07-2025,05:50,09:20,0,economy,61,winter,saturday,0,ATR72,781,3.6,3960,210,7,12,5,9,kolkata -> hyderabad
air india,bengaluru,mumbai,16-10-2025,15:30,19:54,0,economy,65,spring,thursday,0,B737,560,4.1,2984,264,10,16,15,19,bengaluru -> mumbai
airasia india,kolkata,ahmedabad,01-04-2025,13:50,17:32,1,economy,87,monsoon,tuesday,0,ATR72,760,4.2,6088,222,4,1,13,17,kolkata -> ahmedabad
air india,bengaluru,delhi,21-12-2025,14:20,18:32,0,economy,78,summer,sunday,0,B787,1476,4,6829,252,12,21,14,18,bengaluru -> delhi
airasia india,mumbai,delhi,27-07-2025,01:45,03:27,1,business,44,winter,sunday,0,B787,501,4.2,10904,102,7,27,1,3,mumbai -> delhi
air india,ahmedabad,hyderabad,15-02-2025,20:00,06:12,0,economy,92,summer,saturday,0,B787,1952,4.1,8657,612,2,15,20,6,ahmedabad -> hyderabad
vistara,hyderabad,bengaluru,28-07-2025,07:40,10:22,0,economy,76,winter,monday,0,ATR72,1415,4.3,6769,162,7,28,7,10,hyderabad -> bengaluru
air india,chennai,hyderabad,05-01-2025,18:50,21:44,0,economy,61,summer,sunday,0,ATR72,2261,4,9401,174,1,5,18,21,chennai -> hyderabad
akasa air,pune,ahmedabad,17-01-2025,17:40,23:16,0,economy,36,summer,friday,0,A321,2686,4.8,10568,336,1,17,17,23,pune -> ahmedabad
spicejet,chennai,ahmedabad,15-01-2025,06:30,12:18,0,economy,17,summer,wednesday,0,A320,2177,3.6,9847,1320,1,15,6,12,chennai -> ahmedabad
indigo,hyderabad,pune,26-01-2025,15:30,20:54,2,economy,77,summer,sunday,0,ATR72,724,4.3,7420,324,1,26,15,20,hyderabad -> pune
spicejet,ahmedabad,bengaluru,29-03-2025,05:40,08:58,0,economy,52,monsoon,saturday,0,A350,642,4.2,5354,198,3,29,5,8,ahmedabad -> bengaluru
akasa air,pune,delhi,12-09-2025,14:50,17:26,0,business,95,spring,friday,0,A350,1945,4.2,17330,156,9,12,14,17,pune -> delhi
airasia india,bengaluru,kolkata,01-07-2025,17:15,23:39,1,economy,85,winter,tuesday,0,A350,555,3.6,4508,384,7,1,17,23,bengaluru -> kolkata
akasa air,delhi,bengaluru,01-10-2025,20:20,23:32,0,economy,85,spring,wednesday,0,B787,368,4.2,15025,192,10,1,20,23,delhi -> bengaluru
airasia india,mumbai,pune,21-07-2025,00:40,05:34,0,economy,114,winter,monday,0,B787,971,4.1,4872,294,7,21,0,5,mumbai -> pune
indigo,hyderabad,delhi,15-04-2025,13:40,18:28,0,economy,118,monsoon,tuesday,0,B787,1332,3.7,6448,288,4,15,13,18,hyderabad -> delhi
air india,ahmedabad,bengaluru,19-05-2025,17:20,21:56,1,economy,42,monsoon,monday,0,A321,1000,3.8,7638,276,5,19,17,21,ahmedabad -> bengaluru
vistara,chennai,bengaluru,19-04-2025,10:20,14:50,0,economy,13,monsoon,saturday,0,B737,739,4,6021,270,4,19,10,14,chennai -> bengaluru
air india,delhi,ahmedabad,04-10-2025,06:50,11:26,0,economy,119,spring,saturday,0,A320,2678,4.2,9620,276,10,4,6,11,delhi -> ahmedabad
air india,ahmedabad,mumbai,11-06-2025,11:10,13:58,0,economy,89,winter,wednesday,0,A321,2491,4.6,9331,168,6,11,11,13,ahmedabad -> mumbai
airasia india,ahmedabad,mumbai,21-06-2025,17:30,20:42,2,business,16,winter,saturday,1,A320,2594,4.3,35266,192,6,21,17,20,ahmedabad -> mumbai
indigo,ahmedabad,bengaluru,18-02-2025,07:00,11:42,0,economy,45,summer,tuesday,0,A350,2016,4.9,7714,282,2,18,7,11,ahmedabad -> bengaluru
airasia india,pune,bengaluru,29-01-2025,04:00,05:48,1,economy,51,summer,wednesday,0,A320,1996,4.5,8374,108,1,29,4,5,pune -> bengaluru
akasa air,mumbai,chennai,12-12-2025,05:45,09:21,0,economy,13,summer,friday,0,A350,834,4.2,3865,216,12,12,5,9,mumbai -> chennai
vistara,bengaluru,ahmedabad,23-05-2025,17:30,21:06,2,business,6,monsoon,friday,0,B787,780,3.8,22780,216,5,23,17,21,bengaluru -> ahmedabad
indigo,pune,hyderabad,06-05-2025,14:10,19:58,0,economy,12,monsoon,tuesday,0,B737,2574,4.4,11579,348,5,6,14,19,pune -> hyderabad
airasia india,mumbai,kolkata,09-10-2025,03:45,08:33,1,economy,101,spring,thursday,0,B737,1640,4,6007,288,10,9,3,8,mumbai -> kolkata
air india,ahmedabad,kolkata,02-01-2025,16:45,22:33,0,economy,45,summer,thursday,0,B787,1939,4.8,7236,348,1,2,16,22,ahmedabad -> kolkata
spicejet,chennai,kolkata,27-07-2025,12:30,17:00,1,economy,105,winter,wednesday,0,ATR72,479,3.8,3657,270,7,27,12,17,chennai -> kolkata
air india,ahmedabad,mumbai,26-03-2025,22:10,01:04,0,economy,87,monsoon,wednesday,0,ATR72,2117,4.2,6235,174,3,26,22,1,ahmedabad -> mumbai
airasia india,delhi,ahmedabad,16-03-2025,12:10,13:10,2,business,28,monsoon,sunday,0,A321,490,4.9,15336,60,3,16,12,13,delhi -> ahmedabad
vistara,delhi,bengaluru,12-07-2025,20:00,00:00,1,economy,60,winter,saturday,0,B787,1870,3.5,9628,240,7,12,20,0,delhi -> bengaluru
indigo,ahmedabad,chennai,10-12-2025,22:00,03:12,2,economy,51,summer,wednesday,0,A350,1257,3.7,9764,312,12,10,22,3,ahmedabad -> chennai
akasa air,hyderabad,mumbai,02-04-2025,05:00,11:06,2,business,73,monsoon,wednesday,0,A350,356,3.6,10313,366,4,2,5,11,hyderabad -> mumbai
airasia india,chennai,mumbai,16-05-2025,19:40,22:10,0,economy,70,monsoon,friday,0,A321,311,4.1,3374,150,5,16,19,22,chennai -> mumbai
airasia india,delhi,mumbai,16-02-2025,05:00,07:48,0,economy,77,summer,sunday,0,A320,2762,4.4,9031,168,2,16,5,7,delhi -> mumbai
airasia india,chennai,delhi,22-09-2025,14:50,20:26,0,economy,60,spring,monday,0,ATR72,819,4,4149,336,9,22,14,20,chennai -> delhi
vistara,pune,delhi,10-10-2025,13:20,17:14,0,economy,2,spring,friday,0,B787,994,4.2,7059,234,10,10,13,17,pune -> delhi
spicejet,kolkata,delhi,19-05-2025,13:10,16:46,0,economy,29,monsoon,monday,0,B787,1142,4.9,4965,216,5,19,13,16,kolkata -> delhi
air india,kolkata,pune,12-03-2025,13:00,16:06,0,economy,56,monsoon,wednesday,0,B787,1390,3.6,13991,186,3,12,13,16,kolkata -> pune
vistara,pune,hyderabad,06-07-2025,13:45,16:39,0,business,32,winter,sunday,0,A350,2040,4.3,19768,174,7,6,13,16,pune -> hyderabad
air india,hyderabad,chennai,25-10-2025,18:15,23:21,1,business,87,spring,saturday,0,A320,2497,4.8,23906,306,10,25,18,23,hyderabad -> chennai
spicejet,hyderabad,delhi,10-05-2025,18:15,00:09,0,economy,61,monsoon,saturday,0,B737,2138,4.6,11859,354,5,10,18,0,hyderabad -> delhi
indigo,ahmedabad,hyderabad,01-06-2025,21:15,00:45,0,economy,53,winter,sunday,0,A350,2698,3.6,10623,210,6,1,21,0,ahmedabad -> hyderabad
air india,pune,delhi,16-10-2025,19:15,21:09,0,business,59,spring,thursday,0,A321,2631,4.3,22146,114,10,16,19,21,pune -> delhi
akasa air,mumbai,pune,17-01-2025,18:45,22:21,1,economy,50,summer,friday,0,A320,854,3.9,4953,216,1,17,18,22,mumbai -> pune
indigo,ahmedabad,mumbai,14-02-2025,18:15,23:27,0,economy,80,summer,friday,0,B787,2691,4.3,8874,312,2,14,18,23,ahmedabad -> mumbai
airasia india,ahmedabad,hyderabad,28-10-2025,07:00,11:30,0,economy,70,spring,tuesday,0,ATR72,375,4.9,2334,270,10,28,7,11,ahmedabad -> hyderabad
indigo,kolkata,chennai,24-07-2025,07:15,11:09,1,economy,61,winter,thursday,0,B787,2162,4.6,14912,234,7,24,7,11,kolkata -> chennai
air india,delhi,hyderabad,31-10-2025,03:15,04:27,1,economy,82,spring,friday,1,B787,1794,3.7,11187,72,10,31,3,4,delhi -> hyderabad
spicejet,mumbai,ahmedabad,27-07-2025,00:15,02:03,1,business,9,winter,sunday,0,A321,1795,3.5,21283,108,7,27,0,2,mumbai -> ahmedabad
indigo,mumbai,delhi,10-08-2025,15:20,17:14,1,economy,19,winter,sunday,0,ATR72,2772,4.5,12407,114,8,10,15,17,mumbai -> delhi
vistara,pune,ahmedabad,20-04-2025,21:15,00:33,2,business,93,monsoon,sunday,0,B737,825,4.2,15133,198,4,20,21,0,pune -> ahmedabad
akasa air,ahmedabad,kolkata,29-12-2025,08:10,12:04,0,economy,5,summer,monday,0,B737,4741,4.6,8126,234,12,29,8,12,ahmedabad -> kolkata
akasa air,ahmedabad,kolkata,19-05-2025,12:00,16:42,0,economy,57,monsoon,monday,0,A350,2623,4.6,10477,282,5,19,12,16,ahmedabad -> kolkata
airasia india,hyderabad,mumbai,15-11-2025,09:30,11:30,1,economy,8,spring,saturday,0,A321,1663,4.5,9917,120,11,15,9,11,hyderabad -> mumbai
vistara,ahmedabad,bengaluru,24-08-2025,11:40,16:46,0,economy,66,winter,sunday,0,A321,1394,4.9,7452,306,8,24,11,16,ahmedabad -> bengaluru
airasia india,hyderabad,delhi,08-08-2025,10:30,16:24,1,economy,58,winter,friday,1,A320,2561,3.9,15176,354,8,8,10,16,hyderabad -> delhi
spicejet,mumbai,delhi,29-10-2025,17:15,19:51,1,economy,30,spring,wednesday,0,A320,2394,4.4,11148,156,10,29,17,19,mumbai -> delhi
spicejet,ahmedabad,pune,03-10-2025,01:15,05:09,1,economy,81,spring,friday,0,B737,2046,4.2,8841,234,10,3,1,5,ahmedabad -> pune
spicejet,delhi,pune,09-11-2025,03:45,05:03,0,economy,2,spring,sunday,0,B787,978,3.6,8699,78,11,9,3,5,delhi -> pune
akasa air,chennai,kolkata,07-02-2025,06:50,12:50,1,economy,63,summer,friday,0,B737,366,3.6,4506,360,2,7,6,12,chennai -> kolkata
airasia india,delhi,bengaluru,23-12-2025,02:40,06:22,0,economy,107,summer,tuesday,0,B737,1764,4.2,6294,222,12,23,2,6,delhi -> bengaluru
indigo,kolkata,pune,12-03-2025,05:30,09:42,1,economy,4,monsoon,wednesday,0,B787,2267,3.6,13903,252,3,12,5,9,kolkata -> pune
airasia india,bengaluru,mumbai,23-11-2025,20:40,23:22,0,economy,52,spring,sunday,0,B787,677,4,3726,162,11,23,20,23,bengaluru -> mumbai
airasia india,ahmedabad,chennai,08-11-2025,17:10,20:34,0,economy,65,spring,saturday,0,A320,1912,4.8,8325,204,11,8,17,20,ahmedabad -> chennai
spicejet,hyderabad,delhi,07-05-2025,18:30,22:30,1,economy,25,monsoon,wednesday,0,ATR72,1414,4.9,7106,240,5,7,18,22,hyderabad -> delhi
air india,ahmedabad,hyderabad,28-12-2025,03:30,09:48,2,business,39,summer,sunday,0,A350,317,3.7,13497,378,12,28,3,9,ahmedabad -> hyderabad
vistara,hyderabad,delhi,18-11-2025,22:40,02:04,1,economy,52,spring,wednesday,0,B787,1791,4.6,8644,204,11,18,22,2,hyderabad -> delhi
akasa air,chennai,bengaluru,27-04-2025,11:10,16:52,0,economy,4,monsoon,sunday,0,B787,1587,3.8,10634,342,4,27,11,16,chennai -> bengaluru
vistara,kolkata,bengaluru,06-06-2025,22:00,01:42,0,economy,95,winter,friday,1,B787,2016,4.3,9898,222,6,6,22,1,kolkata -> bengaluru
airasia india,pune,hyderabad,08-07-2025,14:00,17:30,0,economy,19,winter,tuesday,0,A321,1684,4.4,7080,210,7,8,14,17,pune -> hyderabad
vistara,mumbai,delhi,13-12-2025,08:50,10:08,1,economy,46,summer,saturday,0,A320,1566,3.5,9209,78,12,13,8,10,mumbai -> delhi
airasia india,mumbai,delhi,04-10-2025,11:15,12:33,0,economy,105,spring,saturday,0,B737,1465,4.4,6361,78,10,4,11,12,mumbai -> delhi
akasa air,pune,mumbai,31-05-2025,18:45,20:57,1,economy,37,monsoon,saturday,0,A350,792,3.5,6359,132,5,31,18,20,pune -> mumbai
indigo,mumbai,pune,24-12-2025,22:30,00:48,1,business,51,summer,wednesday,0,B787,2123,4.2,21292,138,12,24,22,0,mumbai -> pune
vistara,delhi,bengaluru,01-09-2025,11:00,14:12,0,economy,68,spring,monday,0,B787,2663,4.4,10741,192,9,1,11,14,delhi -> bengaluru
air india,kolkata,chennai,11-05-2025,11:10,15:22,0,economy,20,monsoon,sunday,0,ATR72,1311,4,6170,252,5,11,11,15,kolkata -> chennai
akasa air,ahmedabad,kolkata,12-04-2025,00:00,02:48,0,business,7,monsoon,wednesday,0,B737,1441,3.7,15417,168,4,12,0,2,ahmedabad -> kolkata
akasa air,kolkata,chennai,09-12-2025,08:50,14:38,1,economy,118,summer,tuesday,0,A321,1203,3.9,6782,348,12,9,8,14,kolkata -> chennai
indigo,bengaluru,ahmedabad,30-01-2025,01:00,05:24,0,economy,31,summer,thursday,1,A350,2116,4.2,30008,264,1,30,1,5,bengaluru -> ahmedabad
airasia india,delhi,chennai,20-12-2025,03:50,06:44,1,economy,17,summer,saturday,0,A320,2522,4.6,11559,174,12,20,3,6,delhi -> chennai
spicejet,kolkata,ahmedabad,17-02-2025,17:50,19:20,2,economy,68,summer,monday,0,A320,529,4.7,5339,90,2,17,17,19,kolkata -> ahmedabad
airasia india,kolkata,bengaluru,11-09-2025,08:00,13:00,0,economy,27,spring,thursday,0,B787,1544,3.9,6966,300,9,11,8,13,kolkata -> bengaluru
akasa air,mumbai,ahmedabad,22-11-2025,11:00,13:00,2,economy,9,spring,saturday,0,A320,5195,4.3,10468,120,11,22,11,13,mumbai -> ahmedabad
spicejet,pune,delhi,25-02-2025,13:50,16:32,0,economy,108,summer,tuesday,0,A320,655,4.4,4052,162,2,25,13,16,pune -> delhi
airasia india,mumbai,ahmedabad,07-05-2025,08:15,11:09,1,economy,61,monsoon,wednesday,0,A321,1056,4.3,5340,174,5,7,8,11,mumbai -> ahmedabad
akasa air,ahmedabad,chennai,20-04-2025,23:30,04:48,0,economy,41,monsoon,sunday,0,B787,2153,4.6,8293,318,4,20,23,4,ahmedabad -> chennai
airasia india,hyderabad,chennai,18-05-2025,17:40,22:10,1,economy,61,monsoon,sunday,0,B787,1613,3.6,7333,270,5,18,17,22,hyderabad -> chennai
airasia india,chennai,delhi,11-07-2025,05:30,08:48,0,economy,69,winter,friday,0,A350,1148,4.7,5594,198,7,11,5,8,chennai -> delhi
air india,kolkata,delhi,05-03-2025,03:30,07:30,0,economy,54,monsoon,wednesday,0,B737,688,4.3,4890,240,3,5,3,7,kolkata -> delhi
akasa air,chennai,mumbai,15-09-2025,07:40,13:16,1,economy,31,spring,monday,0,B737,2700,4.3,10846,336,9,15,7,13,chennai -> mumbai
spicejet,delhi,chennai,07-04-2025,10:10,12:52,0,economy,9,monsoon,monday,0,A320,1183,4.8,6212,162,4,7,10,12,delhi -> chennai
airasia india,kolkata,mumbai,16-06-2025,02:00,06:42,0,economy,10,winter,monday,0,A321,589,3.5,3201,282,6,16,2,6,kolkata -> mumbai
akasa air,kolkata,delhi,25-09-2025,19:40,00:52,2,economy,108,spring,thursday,0,ATR72,333,3.8,5057,312,9,25,19,0,kolkata -> delhi
vistara,mumbai,delhi,08-07-2025,19:45,23:03,0,economy,114,winter,tuesday,0,B787,1439,4,1533,198,7,8,19,23,mumbai -> delhi
airasia india,kolkata,delhi,29-06-2025,16:45,20:51,0,economy,42,winter,sunday,0,A321,511,4.8,4156,246,6,29,16,20,kolkata -> delhi
airasia india,delhi,bengaluru,13-04-2025,09:10,10:28,1,economy,99,monsoon,sunday,0,B787,1151,3.6,7450,822,4,13,9,10,delhi -> bengaluru
spicejet,chennai,pune,30-07-2025,12:45,16:15,1,economy,95,winter,wednesday,0,B787,845,4,5100,210,7,30,12,16,chennai -> pune
air india,bengaluru,hyderabad,11-07-2025,06:30,13:00,1,economy,69,winter,friday,0,B787,1730,3.8,9349,390,7,11,6,13,bengaluru -> hyderabad
indigo,bengaluru,ahmedabad,14-06-2025,07:00,10:24,0,business,58,winter,saturday,0,B787,660,4.4,8678,204,6,14,7,10,bengaluru -> ahmedabad
airasia india,bengaluru,delhi,21-11-2025,20:40,01:10,0,economy,59,spring,friday,1,A350,1124,3.7,5877,270,11,21,20,1,bengaluru -> delhi
indigo,pune,kolkata,07-03-2025,04:00,10:30,1,economy,112,monsoon,friday,0,ATR72,1865,3.5,8357,390,3,7,4,10,pune -> kolkata
indigo,hyderabad,ahmedabad,20-03-2025,07:40,10:22,0,economy,44,monsoon,thursday,0,A321,1520,4.5,7094,162,3,20,7,10,hyderabad -> ahmedabad
airasia india,ahmedabad,kolkata,24-05-2025,04:15,08:51,1,economy,28,monsoon,saturday,0,ATR72,2758,3.7,13049,276,5,24,4,8,ahmedabad -> kolkata
vistara,bengaluru,kolkata,25-11-2025,16:30,19:24,0,economy,79,spring,tuesday,0,B787,391,4.7,2767,174,11,25,16,19,bengaluru -> kolkata
air india,ahmedabad,pune,11-11-2025,08:20,13:38,1,economy,89,spring,tuesday,0,B787,846,3.7,5194,318,11,11,8,13,ahmedabad -> pune
vistara,bengaluru,chennai,26-07-2025,01:10,04:22,1,economy,13,winter,saturday,1,A321,2184,4,14480,192,7,26,1,4,bengaluru -> chennai
airasia india,bengaluru,pune,27-01-2025,14:20,20:08,0,economy,47,summer,monday,0,A321,928,4,3572,348,1,27,14,20,bengaluru -> pune
vistara,pune,chennai,02-10-2025,08:50,14:08,1,economy,22,spring,thursday,1,A320,605,3.9,6802,318,10,2,8,14,pune -> chennai
airasia india,hyderabad,kolkata,07-09-2025,20:00,22:12,1,economy,15,spring,sunday,0,A321,2741,4.1,11645,132,9,7,20,22,hyderabad -> kolkata
spicejet,ahmedabad,hyderabad,11-02-2025,15:00,17:30,0,business,117,summer,tuesday,1,B737,2647,3.9,23354,150,2,11,15,17,ahmedabad -> hyderabad
indigo,ahmedabad,bengaluru,27-01-2025,15:50,20:08,0,economy,87,summer,monday,0,A320,2013,4,6541,258,1,27,15,20,ahmedabad -> bengaluru
akasa air,mumbai,delhi,28-04-2025,08:30,11:00,1,economy,105,monsoon,monday,0,A321,412,4.7,4023,150,4,28,8,11,mumbai -> delhi
spicejet,kolkata,chennai,17-04-2025,18:15,22:21,0,business,62,monsoon,thursday,0,A350,2427,4.2,20272,246,4,17,18,22,kolkata -> chennai
airasia india,pune,chennai,07-08-2025,01:10,06:16,2,economy,20,winter,thursday,0,A321,1943,4.2,10214,306,8,7,1,6,pune -> chennai
spicejet,ahmedabad,kolkata,27-11-2025,13:50,18:32,0,economy,25,spring,thursday,0,B787,1109,4.2,5451,282,11,27,13,18,ahmedabad -> kolkata
